oraciones,tiempo_preprocesado,puntaje_positivo,puntaje_negativo,tiempo_lexico,pos_bajo,pos_medio,pos_alto,neg_bajo,neg_medio,neg_alto,tiempo_fuzzi,sentimiento_final,Tiempo_Base_reglas,clase_sentimiento,tiempo_defuzzificacion
time warner cable is down again rd time since memorial day bummer,0.0004520416259765,0.0,1.0,0.0002086162567138,0.0,0.0,0.0,0.0,0.0,1.0,0.0001769065856933,1.6666666666666663,0.0001046657562255,Negativo,2.384185791015625e-07
i would rather pay reasonable yearly taxes for free fast internet than get gouged by time warner for a slow connection,0.0006217956542968,0.9011256464861576,0.0988743535138424,0.0002784729003906,0.0,0.1977487070276848,0.8022512929723151,0.8022512929723152,0.1977487070276848,0.0,0.0001795291900634,6.558186136714837,0.0038256645202636,Neutral,2.384185791015625e-07
noo my dvr just died and i was only half way through the ea presser hate you time warner,0.000556468963623,0.0,1.0,0.0002956390380859,0.0,0.0,0.0,0.0,0.0,1.0,0.000171422958374,1.6666666666666663,0.0001139640808105,Negativo,0.0
f ck time warner cable you f cking suck balls i have a hd tv amp my damn hd channels hardly ever come in bullshit,0.0006365776062011,0.0,1.0,0.0003378391265869,0.0,0.0,0.0,0.0,0.0,1.0,0.0001838207244873,1.6666666666666663,0.000112771987915,Negativo,0.0
time warner has the worse customer service ever i will never use them again,0.0004818439483642,0.0,1.0,0.0002198219299316,0.0,0.0,0.0,0.0,0.0,1.0,0.0001749992370605,1.6666666666666663,0.0001001358032226,Negativo,0.0
time warner is the devil worst possible time for the internet to go out,0.0004811286926269,0.0,1.0,0.000216007232666,0.0,0.0,0.0,0.0,0.0,1.0,0.0001840591430664,1.6666666666666663,0.00010347366333,Negativo,2.384185791015625e-07
fuck no internet damn time warner,0.0003292560577392,0.0,1.0,0.0001227855682373,0.0,0.0,0.0,0.0,0.0,1.0,0.0001692771911621,1.6666666666666663,9.870529174804688e-05,Negativo,2.384185791015625e-07
time warner really picks the worst time to not work all i want to do is get to mtv com so i can watch the hills wtff,0.000662088394165,0.0,1.0,0.000340461730957,0.0,0.0,0.0,0.0,0.0,1.0,0.0001871585845947,1.6666666666666663,9.942054748535156e-05,Negativo,2.384185791015625e-07
i hate time warner soo wish i had vios can not watch the fricken mets game w o buffering i feel like i am watching free internet porn,0.0006699562072753,0.8757450247499747,0.1242549752500252,0.0003831386566162,0.0,0.2485099505000505,0.7514900494999495,0.7514900494999496,0.2485099505000504,0.0,0.0001797676086425,6.22546270686521,0.0041122436523437,Neutral,2.384185791015625e-07
ahh got rid of stupid time warner today amp now taking a nap while the roomies cook for me pretty good end for a monday,0.0006401538848876,0.8411382787677856,0.1588617212322144,0.0003693103790283,0.0,0.3177234424644288,0.6822765575355711,0.6822765575355711,0.3177234424644288,0.0,0.0001873970031738,5.827715652678359,0.0039043426513671,Neutral,2.384185791015625e-07
time warneris hd line up is crap,0.0003454685211181,0.0,1.0,0.0001325607299804,0.0,0.0,0.0,0.0,0.0,1.0,0.0001692771911621,1.6666666666666663,0.0001163482666015,Negativo,4.76837158203125e-07
is being fucked by time warner cable did not know modems could explode and susan boyle sucks too,0.0005414485931396,0.0,1.0,0.0002927780151367,0.0,0.0,0.0,0.0,0.0,1.0,0.0001850128173828,1.6666666666666663,0.0001173019409179,Negativo,2.384185791015625e-07
time warner cable slogan where calling it a day at pm happens,0.0004324913024902,0.0,0.0,0.0001654624938964,0.0,0.0,0.0,0.0,0.0,0.0,0.0001723766326904,8.333333333333334,0.0001018047332763,Positivo,0.0
recovering from surgery wishing was here,0.0003650188446044,1.0,0.0,0.0001227855682373,0.0,0.0,1.0,0.0,0.0,0.0,0.0001876354217529,8.333333333333334,0.0001149177551269,Positivo,0.0
my wrist still hurts i have to get it looked at i hate the dr dentist scary places time to watch eagle eye if you want to join text,0.0006716251373291,0.0825963624228266,0.9174036375771734,0.0004365444183349,0.8348072751543468,0.1651927248456532,0.0,0.0,0.1651927248456532,0.8348072751543467,0.0001776218414306,3.075876636169483,0.0039172172546386,Negativo,0.0
the dentist lied you won t feel any discomort prob won t even need pain pills man you twippin this shit hurt how many pills can i take,0.0006797313690185,0.1473986136562823,0.8526013863437176,0.0004076957702636,0.7052027726874355,0.2947972273125646,0.0,0.0,0.2947972273125647,0.7052027726874353,0.0001893043518066,3.73275109652346,0.0041894912719726,Neutral,2.384185791015625e-07
my dentist is great but sheis expensive,0.0003671646118164,1.0,0.0,0.0001399517059326,0.0,0.0,1.0,0.0,0.0,0.0,0.0001769065856933,8.333333333333334,0.0001266002655029,Positivo,4.76837158203125e-07
is studing math tomorrow exam and dentist,0.0003705024719238,0.0,0.0,0.0001108646392822,0.0,0.0,0.0,0.0,0.0,0.0,0.0001811981201171,8.333333333333334,0.0001025199890136,Positivo,2.384185791015625e-07
my dentist was wrong wrong,0.0003066062927246,0.0,1.0,0.0001218318939208,0.0,0.0,0.0,0.0,0.0,1.0,0.0001726150512695,1.6666666666666663,0.000117540359497,Negativo,2.384185791015625e-07
going to the dentist later,0.0003192424774169,0.0,0.0,8.487701416015625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001673698425292,8.333333333333334,9.965896606445312e-05,Positivo,2.384185791015625e-07
son has me looking at cars online i hate car shopping would rather go to the dentist anyone with a good car at a good price to sell,0.0006847381591796,0.7962382445141065,0.2037617554858934,0.0003542900085449,0.0,0.4075235109717869,0.592476489028213,0.5924764890282133,0.4075235109717868,0.0,0.0001800060272216,5.382167807194214,0.0041189193725585,Neutral,2.384185791015625e-07
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts how jacked up is that,0.00063157081604,0.0,1.0,0.000340461730957,0.0,0.0,0.0,0.0,0.0,1.0,0.0002191066741943,1.6666666666666663,0.0001220703125,Negativo,0.0
safeway is very rock n roll tonight,0.0003449916839599,0.0,0.0,9.989738464355467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001716613769531,8.333333333333334,0.0001025199890136,Positivo,0.0
the safeway bathroom still smells like ass,0.0003619194030761,0.2855345911949685,0.7144654088050315,0.0001568794250488,0.428930817610063,0.571069182389937,0.0,0.0,0.571069182389937,0.428930817610063,0.0001919269561767,4.560829091795721,0.0041794776916503,Neutral,0.0
at safeway on elkhorn they move like they re dead,0.0004017353057861,0.1917186613726602,0.8082813386273398,0.0001671314239501,0.6165626772546796,0.3834373227453204,0.0,0.0,0.3834373227453205,0.6165626772546795,0.0001797676086425,4.066427563856082,0.0042941570281982,Neutral,0.0
i love dwight howardis vitamin water commercial now i wish he was with nike and not adidas laughing out loud,0.0005922317504882,0.9158346398217674,0.0841653601782325,0.0003161430358886,0.0,0.1683307203564652,0.8316692796435348,0.831669279643535,0.168330720356465,0.0,0.0001893043518066,6.765416248268581,0.0042769908905029,Positivo,2.384185791015625e-07
found nothing at nike factory off to banana republic outlet,0.0004990100860595,0.0,0.0,0.0001511573791503,0.0,0.0,0.0,0.0,0.0,0.0,0.0001683235168457,8.333333333333334,0.0001287460327148,Positivo,2.384185791015625e-07
is lovin his nike already and thatis only from running on the spot in his bedroom,0.0005130767822265,0.0,0.0,0.0002033710479736,0.0,0.0,0.0,0.0,0.0,0.0,0.0001826286315917,8.333333333333334,0.0001013278961181,Positivo,2.384185791015625e-07
i finally got around to using jquery to make my bio collapse yay for slide animations,0.0005216598510742,0.5794633642930856,0.4205366357069143,0.0002450942993164,0.0,0.8410732714138287,0.1589267285861713,0.1589267285861714,0.8410732714138286,0.0,0.0001792907714843,5.000000000000002,0.0039267539978027,Neutral,2.384185791015625e-07
right laughing out loud we ll get there i have high expectations warren buffet style,0.0005037784576416,1.0,0.0,0.0002040863037109,0.0,0.0,1.0,0.0,0.0,0.0,0.0001828670501708,8.333333333333334,0.0001285076141357,Positivo,2.384185791015625e-07
great someoneis sitting in the shade today because someone planted a tree a long time ago warren buffet,0.000594139099121,1.0,0.0,0.0002470016479492,0.0,0.0,1.0,0.0,0.0,0.0,0.0001709461212158,8.333333333333334,0.0001015663146972,Positivo,4.76837158203125e-07
warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,0.0006885528564453,1.0,0.0,0.0003581047058105,0.0,0.0,1.0,0.0,0.0,0.0,0.0001702308654785,8.333333333333334,0.0001122951507568,Positivo,2.384185791015625e-07
according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,0.0005607604980468,1.0,0.0,0.0002832412719726,0.0,0.0,1.0,0.0,0.0,0.0,0.0001766681671142,8.333333333333334,0.0001039505004882,Positivo,2.384185791015625e-07
itis definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle,0.0006616115570068,1.0,0.0,0.00034761428833,0.0,0.0,1.0,0.0,0.0,0.0,0.0001721382141113,8.333333333333334,0.0001115798950195,Positivo,0.0
time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,0.0006773471832275,0.629535650850038,0.3704643491499619,0.000356912612915,0.0,0.7409286982999239,0.2590713017000761,0.2590713017000762,0.7409286982999238,0.0,0.0001800060272216,5.000000000000001,0.0041651725769042,Neutral,0.0
time warner cable phone reps r dumber than nails ugh cable was working mins ago now its not what the fuck,0.0005786418914794,0.1675066706196264,0.8324933293803736,0.000321626663208,0.6649866587607471,0.3350133412392528,0.0,0.0,0.3350133412392528,0.6649866587607471,0.0002124309539794,3.892733986353962,0.0038766860961914,Neutral,0.0
we tried but time warner wasn t being nice so we recorded today,0.0004620552062988,1.0,0.0,0.0001957416534423,0.0,0.0,1.0,0.0,0.0,0.0,0.0001895427703857,8.333333333333334,0.0001134872436523,Positivo,2.384185791015625e-07
oh my god time warner f ed up my internet install instead of today its now next saturday another week w o internet amp ehfa v fhg fml,0.0006940364837646,1.0,0.0,0.0004270076751708,0.0,0.0,1.0,0.0,0.0,0.0,0.0001752376556396,8.333333333333334,0.0001032352447509,Positivo,2.384185791015625e-07
wth i have never seen a line this loong at time warner before ugh,0.0004627704620361,0.0,1.0,0.0003089904785156,0.0,0.0,0.0,0.0,0.0,1.0,0.0002403259277343,1.6666666666666663,9.989738464355467e-05,Negativo,2.384185791015625e-07
impatiently awaiting the arrival of the time warner guy itis way too pretty to be inside all afternoon,0.0005812644958496,0.6901763224181361,0.3098236775818639,0.0003683567047119,0.0,0.6196473551637278,0.3803526448362722,0.3803526448362722,0.6196473551637278,0.0,0.000213623046875,5.0,0.0039858818054199,Neutral,2.384185791015625e-07
naive bayes using em for text classification really frustrating,0.0004260540008544,0.0,1.0,0.0001816749572753,0.0,0.0,0.0,0.0,0.0,1.0,0.0001709461212158,1.6666666666666663,0.0001158714294433,Negativo,0.0
we went to stanford university today got a tour made me want to go back to college itis also decided all of our kids will go there,0.00069260597229,1.0,0.0,0.0003502368927001,0.0,0.0,1.0,0.0,0.0,0.0,0.0001845359802246,8.333333333333334,0.0001065731048583,Positivo,0.0
if you re being harassed by calls about your car warranty changing your number won t fix that they call every number d bags,0.000643253326416,0.773095623987034,0.2269043760129659,0.0003695487976074,0.0,0.4538087520259319,0.546191247974068,0.5461912479740683,0.4538087520259318,0.0,0.0001769065856933,5.187026542176831,0.0041139125823974,Neutral,0.0
just blocked united blood services using google voice they call more than those car warranty guys,0.0005514621734619,0.7459372854200046,0.2540627145799954,0.0002567768096923,0.0,0.5081254291599908,0.4918745708400092,0.4918745708400092,0.5081254291599908,0.0,0.000190258026123,5.0,0.0038785934448242,Neutral,0.0
at amp t is complete fail,0.0003244876861572,0.0,1.0,0.0001122951507568,0.0,0.0,0.0,0.0,0.0,1.0,0.0001692771911621,1.6666666666666663,0.0001132488250732,Negativo,0.0
oh snap you work at at amp t don t you,0.0003571510314941,0.0,0.0,0.0001130104064941,0.0,0.0,0.0,0.0,0.0,0.0,0.0001823902130126,8.333333333333334,0.0001032352447509,Positivo,2.384185791015625e-07
i really do not want at amp t phone service they suck when it comes to having a signal,0.0005464553833007,0.0,1.0,0.0002799034118652,0.0,0.0,0.0,0.0,0.0,1.0,0.0001711845397949,1.6666666666666663,0.0001008510589599,Negativo,2.384185791015625e-07
i say we just cut out the small talk at amp tis new slogan fk you give us your money apologies to bob geldof,0.000657320022583,0.0,1.0,0.0003862380981445,0.0,0.0,0.0,0.0,0.0,1.0,0.0001718997955322,1.6666666666666663,0.0001130104064941,Negativo,2.384185791015625e-07
pissed about at amp tis mid contract upgrade price for the iphone itis more i m not going to pay for something i thought was,0.000664472579956,0.0625076602524819,0.937492339747518,0.0003397464752197,0.8749846794950362,0.1250153205049638,0.0,0.0,0.125015320504964,0.874984679495036,0.0001771450042724,2.8158518989298003,0.0046072006225585,Negativo,2.384185791015625e-07
safari is fast even on my shitty at amp t tethering,0.0004212856292724,0.0,1.0,0.0001730918884277,0.0,0.0,0.0,0.0,0.0,1.0,0.0001702308654785,1.6666666666666663,0.0001189708709716,Negativo,4.76837158203125e-07
what is at amp t fucking up,0.0003271102905273,0.0,0.0,0.0001084804534912,0.0,0.0,0.0,0.0,0.0,0.0,0.0001697540283203,8.333333333333334,0.0001032352447509,Positivo,2.384185791015625e-07
at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0.0005371570587158,0.1042549584675368,0.8957450415324631,0.0002937316894531,0.7914900830649264,0.2085099169350736,0.0,0.0,0.2085099169350737,0.7914900830649263,0.000176191329956,3.3216014606481474,0.0038659572601318,Negativo,0.0
yay glad you got the phone still damn you at amp t,0.0003979206085205,0.856871093396141,0.143128906603859,0.0001828670501708,0.0,0.286257813207718,0.713742186792282,0.713742186792282,0.286257813207718,0.0,0.000176191329956,6.001694815626888,0.0041332244873046,Neutral,2.384185791015625e-07
talk is cheap bing that i ll stick with google,0.000382661819458,0.0,0.0,0.0001354217529296,0.0,0.0,0.0,0.0,0.0,0.0,0.000169038772583,8.333333333333334,0.0001125335693359,Positivo,0.0
what the fuck is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye,0.0007882118225097,0.7565833148926754,0.2434166851073246,0.0003936290740966,0.0,0.4868333702146492,0.5131666297853508,0.5131666297853508,0.4868333702146492,0.0,0.0001904964447021,5.052672057404363,0.0040085315704345,Neutral,0.0
i love google translator too d good day mate,0.0004057884216308,1.0,0.0,0.0001392364501953,0.0,0.0,1.0,0.0,0.0,0.0,0.000178575515747,8.333333333333334,0.0001189708709716,Positivo,0.0
reading on my new kindle,0.0004646778106689,0.0,0.0,9.894371032714844e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001821517944335,8.333333333333334,0.0001156330108642,Positivo,0.0
my kindle came and i love it,0.000596284866333,1.0,0.0,0.0001206398010253,0.0,0.0,1.0,0.0,0.0,0.0,0.0001704692840576,8.333333333333334,0.0001008510589599,Positivo,0.0
loving my new kindle named her kendra in case you we are wondering the cookbook is the tool cuz it tells you all the tricks best gift evr,0.0011827945709228,0.9666802112962212,0.0333197887037789,0.0004029273986816,0.0,0.0666395774075576,0.9333604225924425,0.9333604225924422,0.0666395774075578,0.0,0.0001883506774902,7.611587566805761,0.0041429996490478,Positivo,2.384185791015625e-07
the real aig scandal,0.000547170639038,0.0,1.0,9.894371032714844e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0001716613769531,1.6666666666666663,0.0001280307769775,Negativo,2.384185791015625e-07
obama is quite a good comedian check out his dinner speech on cnn very funny jokes,0.0009067058563232,1.0,0.0,0.0002894401550292,0.0,0.0,1.0,0.0,0.0,0.0,0.0001869201660156,8.333333333333334,0.0001044273376464,Positivo,0.0
barack obama shows his funny side gt gt great speech,0.0007064342498779,1.0,0.0,0.0002062320709228,0.0,0.0,1.0,0.0,0.0,0.0,0.0001676082611083,8.333333333333334,0.0001125335693359,Positivo,0.0
i like this guy barack obama shows his funny side gt gt,0.000709056854248,1.0,0.0,0.0002057552337646,0.0,0.0,1.0,0.0,0.0,0.0,0.0001811981201171,8.333333333333334,9.79900360107422e-05,Positivo,0.0
obamais speech was pretty awesome last night,0.000669240951538,1.0,0.0,0.0001497268676757,0.0,0.0,1.0,0.0,0.0,0.0,0.0001711845397949,8.333333333333334,9.65595245361328e-05,Positivo,0.0
reading bill clinton fail obama win,0.0006318092346191,0.5713495575221239,0.428650442477876,0.0001342296600341,0.0,0.8573008849557522,0.1426991150442478,0.142699115044248,0.857300884955752,0.0,0.0001943111419677,5.000000000000001,0.0039122104644775,Neutral,2.384185791015625e-07
obama more popular than youis among arabs survey president barack obamais popularity in leading arab countries,0.0010161399841308,1.0,0.0,0.0002670288085937,0.0,0.0,1.0,0.0,0.0,0.0,0.0001709461212158,8.333333333333334,0.0001142024993896,Positivo,2.384185791015625e-07
obamais got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,0.0010936260223388,1.0,0.0,0.0003674030303955,0.0,0.0,1.0,0.0,0.0,0.0,0.0001850128173828,8.333333333333334,0.0001020431518554,Positivo,2.384185791015625e-07
lebron james got in a car accident i guess just heard it on evening news wow i can not believe it will he be ok,0.0010299682617187,0.8560962846677133,0.1439037153322867,0.0003509521484375,0.0,0.2878074306645735,0.7121925693354265,0.7121925693354265,0.2878074306645734,0.0,0.0001740455627441,5.992877701877773,0.0044715404510498,Neutral,2.384185791015625e-07
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,0.0009784698486328,1.0,0.0,0.0002777576446533,0.0,0.0,1.0,0.0,0.0,0.0,0.0001871585845947,8.333333333333334,0.0001285076141357,Positivo,2.384185791015625e-07
no lebron is the best,0.0005855560302734,0.7947008247060888,0.2052991752939112,0.0001182556152343,0.0,0.4105983505878223,0.5894016494121777,0.5894016494121777,0.4105983505878224,0.0,0.0001740455627441,5.3689075108488185,0.0042171478271484,Neutral,2.384185791015625e-07
lebron is cool i like his personality he has good character,0.0007877349853515,1.0,0.0,0.0001914501190185,0.0,0.0,1.0,0.0,0.0,0.0,0.0001697540283203,8.333333333333334,0.0001165866851806,Positivo,2.384185791015625e-07
watching lebron highlights damn that niggas good,0.0007059574127197,0.2512980269989616,0.7487019730010385,0.0001642704010009,0.4974039460020768,0.5025960539979232,0.0,0.0,0.5025960539979231,0.4974039460020769,0.0001759529113769,4.410587028693615,0.0039365291595458,Neutral,2.384185791015625e-07
lebron is murdering shit,0.0005865097045898,0.0,1.0,9.870529174804688e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0001723766326904,1.6666666666666663,0.0001132488250732,Negativo,0.0
lebron is a monsta and he is only shaking my head the world ain t ready,0.000859260559082,0.7723823975720789,0.2276176024279211,0.0002262592315673,0.0,0.4552352048558421,0.5447647951441579,0.5447647951441579,0.4552352048558422,0.0,0.0001771450042724,5.181149050966454,0.0045061111450195,Neutral,0.0
when lebron is done in the nba he will probably be greater than kobe like you said kobe is good but there alot of good players,0.0011854171752929,1.0,0.0,0.000478982925415,0.0,0.0,1.0,0.0,0.0,0.0,0.0001721382141113,8.333333333333334,0.0001158714294433,Positivo,0.0
kobe is good bt lebron has my vote,0.0006434917449951,1.0,0.0,0.0001921653747558,0.0,0.0,1.0,0.0,0.0,0.0,0.0001721382141113,8.333333333333334,0.0001013278961181,Positivo,2.384185791015625e-07
kobe is the best in the world not lebron,0.0006840229034423,1.0,0.0,0.0001506805419921,0.0,0.0,1.0,0.0,0.0,0.0,0.0001721382141113,8.333333333333334,9.894371032714844e-05,Positivo,2.384185791015625e-07
world cup access damn thatis a good look,0.0006759166717529,0.5607991732690321,0.4392008267309679,0.0001463890075683,0.0,0.8784016534619359,0.1215983465380641,0.1215983465380642,0.8784016534619358,0.0,0.0001828670501708,5.000000000000001,0.003859519958496,Neutral,2.384185791015625e-07
just bought my tickets for the fifa world cup in south africa its going to be a great summer,0.0009572505950927,1.0,0.0,0.0003011226654052,0.0,0.0,1.0,0.0,0.0,0.0,0.0001704692840576,8.333333333333334,0.0001134872436523,Positivo,0.0
i have to go to booz allen hamilton for a hr meeting but then i get to go home,0.0009126663208007,0.0,0.0,0.0002839565277099,0.0,0.0,0.0,0.0,0.0,0.0,0.0001769065856933,8.333333333333334,0.0001022815704345,Positivo,0.0
the great indian tamasha truly will unfold from may the result day for indian general election,0.0009481906890869,1.0,0.0,0.0002353191375732,0.0,0.0,1.0,0.0,0.0,0.0,0.000173807144165,8.333333333333334,9.870529174804688e-05,Positivo,2.384185791015625e-07
i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,0.0010957717895507,0.9034222128910352,0.0965777871089649,0.000293493270874,0.0,0.1931555742179296,0.8068444257820704,0.8068444257820702,0.1931555742179298,0.0,0.0001883506774902,6.589683715554294,0.0041642189025878,Neutral,2.384185791015625e-07
such an awesome idea the continual learning program with a kindle,0.0007727146148681,1.0,0.0,0.0001661777496337,0.0,0.0,1.0,0.0,0.0,0.0,0.0001678466796875,8.333333333333334,0.0001122951507568,Positivo,2.384185791015625e-07
ooh what model are you getting i have the d and love love love love it,0.000817060470581,1.0,0.0,0.0002593994140625,0.0,0.0,1.0,0.0,0.0,0.0,0.0001826286315917,8.333333333333334,0.0001161098480224,Positivo,2.384185791015625e-07
the times of india the wonder that is indiais election,0.0007381439208984,0.0,0.0,0.0001406669616699,0.0,0.0,0.0,0.0,0.0,0.0,0.0001671314239501,8.333333333333334,9.965896606445312e-05,Positivo,2.384185791015625e-07
good video from google on using search options,0.0007109642028808,1.0,0.0,0.0001249313354492,0.0,0.0,1.0,0.0,0.0,0.0,0.0002033710479736,8.333333333333334,0.0001137256622314,Positivo,2.384185791015625e-07
laughing out loud ah my skin is itchy damn lawnmowing,0.0007433891296386,0.3104503716659378,0.6895496283340621,0.0001850128173828,0.3790992566681244,0.6209007433318756,0.0,0.0,0.6209007433318758,0.3790992566681241,0.0001759529113769,4.655712114666679,0.003875732421875,Neutral,2.384185791015625e-07
itchy back do not ya hate it,0.0006141662597656,0.7154193460117663,0.2845806539882337,0.0001344680786132,0.0,0.5691613079764675,0.4308386920235325,0.4308386920235326,0.5691613079764674,0.0,0.0001900196075439,5.000000000000002,0.0041649341583251,Neutral,0.0
stanford charity fashion show a top draw,0.0006718635559082,1.0,0.0,0.000136375427246,0.0,0.0,1.0,0.0,0.0,0.0,0.0001752376556396,8.333333333333334,0.0001275539398193,Positivo,0.0
stanford universityis facebook profile is one of the most popular official university pages,0.0005834102630615,1.0,0.0,0.0002181529998779,0.0,0.0,1.0,0.0,0.0,0.0,0.0001821517944335,8.333333333333334,0.0001006126403808,Positivo,2.384185791015625e-07
lyx is cool,0.0002939701080322,1.0,0.0,7.295608520507812e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0001702308654785,8.333333333333334,0.0001137256622314,Positivo,2.384185791015625e-07
soo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,0.0007624626159667,1.0,0.0,0.0002632141113281,0.0,0.0,1.0,0.0,0.0,0.0,0.000180959701538,8.333333333333334,9.965896606445312e-05,Positivo,2.384185791015625e-07
american idol fashion adam lambert tones down danny gokey cute,0.000472068786621,1.0,0.0,0.0001666545867919,0.0,0.0,1.0,0.0,0.0,0.0,0.0001757144927978,8.333333333333334,9.775161743164062e-05,Positivo,2.384185791015625e-07
i love you danny gokey,0.000317096710205,1.0,0.0,7.319450378417969e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.00018310546875,8.333333333333334,9.870529174804688e-05,Positivo,2.384185791015625e-07
so tired i didn t sleep well at all last night,0.0004129409790039,0.2433817250213492,0.7566182749786508,0.00016450881958,0.5132365499573016,0.4867634500426984,0.0,0.0,0.4867634500426985,0.5132365499573015,0.0001742839813232,4.36908006121121,0.0039775371551513,Neutral,2.384185791015625e-07
boarding plane for san francisco in hour hr flight blech,0.0004317760467529,0.0,0.0,0.0001776218414306,0.0,0.0,0.0,0.0,0.0,0.0,0.0001673698425292,8.333333333333334,0.0001256465911865,Positivo,2.384185791015625e-07
bonjour san francisco my back hurts from last night,0.0004305839538574,0.0,1.0,0.000178575515747,0.0,0.0,0.0,0.0,0.0,1.0,0.0001728534698486,1.6666666666666663,0.0001046657562255,Negativo,2.384185791015625e-07
with my best girl for a few more hours in san francisco mmfamily is wonderful,0.0007169246673583,1.0,0.0,0.0002517700195312,0.0,0.0,1.0,0.0,0.0,0.0,0.0001964569091796,8.333333333333334,0.0001001358032226,Positivo,0.0
f up big or go home aig,0.0004758834838867,0.0,0.0,9.918212890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001683235168457,8.333333333333334,9.965896606445312e-05,Positivo,0.0
went to see the star trek movie last night very satisfying,0.0006024837493896,1.0,0.0,0.0001816749572753,0.0,0.0,1.0,0.0,0.0,0.0,0.0001840591430664,8.333333333333334,9.942054748535156e-05,Positivo,0.0
i can t wait going to see star trek tonight,0.0006084442138671,0.0,0.0,0.0001294612884521,0.0,0.0,0.0,0.0,0.0,0.0,0.000173807144165,8.333333333333334,9.846687316894533e-05,Positivo,2.384185791015625e-07
star trek was as good as everyone said,0.0005655288696289,1.0,0.0,0.0001540184020996,0.0,0.0,1.0,0.0,0.0,0.0,0.0001881122589111,8.333333333333334,9.918212890625e-05,Positivo,2.384185791015625e-07
am loving new malcolm gladwell book outliers,0.0005490779876708,1.0,0.0,0.0001218318939208,0.0,0.0,1.0,0.0,0.0,0.0,0.0001707077026367,8.333333333333334,0.0001125335693359,Positivo,0.0
i highly recommend malcolm gladwellis the tipping point my next audiobook will probably be one of his as well,0.0008552074432373,1.0,0.0,0.0002932548522949,0.0,0.0,1.0,0.0,0.0,0.0,0.0001838207244873,8.333333333333334,9.942054748535156e-05,Positivo,0.0
malcolm gladwell is a genius at tricking people into not realizing heis a fucking idiot,0.0007808208465576,0.0833035820540283,0.9166964179459716,0.0002377033233642,0.8333928358919434,0.1666071641080566,0.0,0.0,0.1666071641080568,0.8333928358919431,0.0001816749572753,3.084388558315518,0.0041730403900146,Negativo,0.0
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down can not read his shit,0.0008728504180908,0.1064788270947661,0.8935211729052339,0.0003890991210937,0.7870423458104678,0.2129576541895322,0.0,0.0,0.2129576541895321,0.7870423458104678,0.0001881122589111,3.345665081102822,0.0039131641387939,Neutral,0.0
great article by malcolm gladwell,0.000514268875122,1.0,0.0,9.369850158691406e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0001685619354248,8.333333333333334,0.0001137256622314,Positivo,2.384185791015625e-07
i seriously underestimated malcolm gladwell i want to meet this dude,0.0006444454193115,0.1426481346013167,0.8573518653986832,0.000157356262207,0.7147037307973666,0.2852962692026334,0.0,0.0,0.2852962692026335,0.7147037307973665,0.0001859664916992,3.6924527761494295,0.0043129920959472,Neutral,2.384185791015625e-07
i hate comcast right now everything is down cable internet amp phone ughh what am i to do,0.0008389949798583,0.0,1.0,0.0002357959747314,0.0,0.0,0.0,0.0,0.0,1.0,0.0001749992370605,1.6666666666666663,0.0001142024993896,Negativo,2.384185791015625e-07
comcast sucks,0.0004210472106933,0.0,1.0,5.8650970458984375e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0001685619354248,1.6666666666666663,0.0001018047332763,Negativo,4.76837158203125e-07
the day i never have to deal with comcast again will rank as one of the best days of my life,0.0007786750793457,1.0,0.0,0.0002832412719726,0.0,0.0,1.0,0.0,0.0,0.0,0.0001735687255859,8.333333333333334,9.894371032714844e-05,Positivo,0.0
did comcast fail again,0.0004692077636718,0.0,1.0,9.226799011230467e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0001718997955322,1.6666666666666663,0.0001134872436523,Negativo,0.0
curses the twitter api limit,0.0005097389221191,0.0,0.0,8.487701416015625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001723766326904,8.333333333333334,9.870529174804688e-05,Positivo,2.384185791015625e-07
