oraciones,puntaje_positivo,puntaje_negativo,puntaje_sentimiento
its not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it,0.0,1.0,1.6666666666666663
fuzzball is more fun than at amp t p,1.0,0.0,8.333333333333334
today is a good day to dislike at amp t vote out of office indeed,0.6157587548638132,0.3842412451361867,5.0
got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave,0.8830486202365309,0.1169513797634691,6.317158663986531
looks like summize has gone down too many tweets from wwdc perhaps,1.0,0.0,8.333333333333334
thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen,1.0,0.0,8.333333333333334
man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please,0.8614415675297411,0.1385584324702589,6.054267994914763
i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky,1.0,0.0,8.333333333333334
the kindle seems the best ereader but will it work in the uk and where can i get one,1.0,0.0,8.333333333333334
i have a google addiction thank you for pointing that out hahaha,1.0,0.0,8.333333333333334
dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me,0.8310251720233429,0.1689748279766571,5.721046725144952
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,1.0,0.0,8.333333333333334
gonna go see bobby flay moro at shoreline eat and drink gonna be good,1.0,0.0,8.333333333333334
can t wait for the great american food and music festival at shoreline tomorrow mm katz pastrami and bobby flay yes please,1.0,0.0,8.333333333333334
my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today,0.8133153396311291,0.1866846603688708,5.542694777949547
fighting with latex again,0.0,1.0,1.6666666666666663
we love you too and don t want you to die latex the devil,0.2023679570073054,0.7976320429926945,4.136225199341053
hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more,0.3504442250740375,0.6495557749259625,4.772068689534778
shitis hitting the fan in iran craziness indeed iranelection,0.3953297828758705,0.6046702171241295,4.8925772862412735
monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop,0.8851734036775546,0.1148265963224454,6.344427417202988
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,1.0,0.0,8.333333333333334
i lam so in love with bobby flay he is my favorite you need a place in phoenix we have great peppers here,1.0,0.0,8.333333333333334
i just created my first latex file from scratch that didn t work out very well see itis a great time waster,1.0,0.0,8.333333333333334
using linux and loving it so much nicer than windows looking forward to using the what you see is what you get latex editor,1.0,0.0,8.333333333333334
after using latex a lot any other typeset mathematics just looks hideous,0.0,0.0,8.333333333333334
on that note i hate word i hate pages i hate latex there i said it i hate latex all you technology relational database system can come kill me now,0.0,1.0,1.6666666666666663
ahh back in a real text editing environment i less than latex,0.0,0.0,8.333333333333334
trouble in iran i see hmm iran iran so far away,0.0,1.0,1.6666666666666663
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,0.0,1.0,1.6666666666666663
